,date,province,total_cases,new_cases
4158,2020-08-09,Sofiya-Grad,3971,17.0
4159,2020-08-10,Sofiya-Grad,3979,8.0
4160,2020-08-11,Sofiya-Grad,3996,17.0
4161,2020-08-12,Sofiya-Grad,4055,59.0
4162,2020-08-13,Sofiya-Grad,4086,31.0
4163,2020-08-14,Sofiya-Grad,4116,30.0
4164,2020-08-15,Sofiya-Grad,4129,13.0
4165,2020-08-16,Sofiya-Grad,4146,17.0
4166,2020-08-17,Sofiya-Grad,4151,5.0
4167,2020-08-18,Sofiya-Grad,4176,25.0
4168,2020-08-19,Sofiya-Grad,4209,33.0
4169,2020-08-20,Sofiya-Grad,4228,19.0
4170,2020-08-21,Sofiya-Grad,4251,23.0
4171,2020-08-22,Sofiya-Grad,4286,35.0
4172,2020-08-23,Sofiya-Grad,4311,25.0
4173,2020-08-24,Sofiya-Grad,4319,8.0
4174,2020-08-25,Sofiya-Grad,4338,19.0
4175,2020-08-26,Sofiya-Grad,4365,27.0
4176,2020-08-27,Sofiya-Grad,4393,28.0
4177,2020-08-28,Sofiya-Grad,4426,33.0
4178,2020-08-29,Sofiya-Grad,4452,26.0
4179,2020-08-30,Sofiya-Grad,4475,23.0
4180,2020-08-31,Sofiya-Grad,4480,5.0
4181,2020-09-01,Sofiya-Grad,4491,11.0
4182,2020-09-02,Sofiya-Grad,4517,26.0
4183,2020-09-03,Sofiya-Grad,4550,33.0
4184,2020-09-04,Sofiya-Grad,4592,42.0
4185,2020-09-05,Sofiya-Grad,4637,45.0
4186,2020-09-06,Sofiya-Grad,4650,13.0
4187,2020-09-07,Sofiya-Grad,4660,10.0
4188,2020-09-08,Sofiya-Grad,4672,12.0
4189,2020-09-09,Sofiya-Grad,4689,17.0
4190,2020-09-10,Sofiya-Grad,4710,21.0
4191,2020-09-11,Sofiya-Grad,4746,36.0
4192,2020-09-12,Sofiya-Grad,4787,41.0
4193,2020-09-13,Sofiya-Grad,4812,25.0
4194,2020-09-14,Sofiya-Grad,4823,11.0
4195,2020-09-15,Sofiya-Grad,4835,12.0
4196,2020-09-16,Sofiya-Grad,4862,27.0
4197,2020-09-17,Sofiya-Grad,4901,39.0
4198,2020-09-18,Sofiya-Grad,4948,47.0
4199,2020-09-19,Sofiya-Grad,4988,40.0
4200,2020-09-20,Sofiya-Grad,5000,12.0
4201,2020-09-21,Sofiya-Grad,5009,9.0
4202,2020-09-22,Sofiya-Grad,5039,30.0
4203,2020-09-23,Sofiya-Grad,5069,30.0
4204,2020-09-24,Sofiya-Grad,5107,38.0
4205,2020-09-25,Sofiya-Grad,5168,61.0
4206,2020-09-26,Sofiya-Grad,5215,47.0
4207,2020-09-27,Sofiya-Grad,5249,34.0
4208,2020-09-28,Sofiya-Grad,5266,17.0
4209,2020-09-29,Sofiya-Grad,5296,30.0
4210,2020-09-30,Sofiya-Grad,5348,52.0
4211,2020-10-01,Sofiya-Grad,5405,57.0
4212,2020-10-02,Sofiya-Grad,5459,54.0
4213,2020-10-03,Sofiya-Grad,5506,47.0
4214,2020-10-04,Sofiya-Grad,5565,59.0
4215,2020-10-05,Sofiya-Grad,5589,24.0
4216,2020-10-06,Sofiya-Grad,5651,62.0
4217,2020-10-07,Sofiya-Grad,5786,135.0
4218,2020-10-08,Sofiya-Grad,5910,124.0
4219,2020-10-09,Sofiya-Grad,6048,138.0
4220,2020-10-10,Sofiya-Grad,6234,186.0
4221,2020-10-11,Sofiya-Grad,6350,116.0
4222,2020-10-12,Sofiya-Grad,6400,50.0
4223,2020-10-13,Sofiya-Grad,6573,173.0
4224,2020-10-14,Sofiya-Grad,6832,259.0
4225,2020-10-15,Sofiya-Grad,7097,265.0
4226,2020-10-16,Sofiya-Grad,7357,260.0
4227,2020-10-17,Sofiya-Grad,7663,306.0
4228,2020-10-18,Sofiya-Grad,7859,196.0
4229,2020-10-19,Sofiya-Grad,8004,145.0
4230,2020-10-20,Sofiya-Grad,8296,292.0
4231,2020-10-21,Sofiya-Grad,8819,523.0
4232,2020-10-22,Sofiya-Grad,9302,483.0
4233,2020-10-23,Sofiya-Grad,9851,549.0
4234,2020-10-24,Sofiya-Grad,10445,594.0
4235,2020-10-25,Sofiya-Grad,10838,393.0
4236,2020-10-26,Sofiya-Grad,10963,125.0
4237,2020-10-27,Sofiya-Grad,11876,913.0
4238,2020-10-28,Sofiya-Grad,12961,1085.0
4239,2020-10-29,Sofiya-Grad,14036,1075.0
4240,2020-10-30,Sofiya-Grad,15084,1048.0
4241,2020-10-31,Sofiya-Grad,16143,1059.0
4242,2020-11-01,Sofiya-Grad,16883,740.0
4243,2020-11-02,Sofiya-Grad,17458,575.0
4244,2020-11-03,Sofiya-Grad,18437,979.0
4245,2020-11-04,Sofiya-Grad,20056,1619.0
4246,2020-11-05,Sofiya-Grad,21533,1477.0
4247,2020-11-06,Sofiya-Grad,22797,1264.0
4248,2020-11-07,Sofiya-Grad,24232,1435.0
4249,2020-11-08,Sofiya-Grad,25085,853.0
4250,2020-11-09,Sofiya-Grad,25417,332.0
4251,2020-11-10,Sofiya-Grad,26820,1403.0
4252,2020-11-11,Sofiya-Grad,28138,1318.0
4253,2020-11-12,Sofiya-Grad,29254,1116.0
4254,2020-11-13,Sofiya-Grad,30250,996.0
4255,2020-11-14,Sofiya-Grad,31481,1231.0
4256,2020-11-15,Sofiya-Grad,32292,811.0
4257,2020-11-16,Sofiya-Grad,32485,193.0
4258,2020-11-17,Sofiya-Grad,33648,1163.0
4259,2020-11-18,Sofiya-Grad,34949,1301.0
4260,2020-11-19,Sofiya-Grad,35939,990.0
4261,2020-11-20,Sofiya-Grad,36916,977.0
4262,2020-11-21,Sofiya-Grad,37947,1031.0
4263,2020-11-22,Sofiya-Grad,38379,432.0
4264,2020-11-23,Sofiya-Grad,38735,356.0
4265,2020-11-24,Sofiya-Grad,39668,933.0
4266,2020-11-25,Sofiya-Grad,40548,880.0
4267,2020-11-26,Sofiya-Grad,41477,929.0
4268,2020-11-27,Sofiya-Grad,42189,712.0
4269,2020-11-28,Sofiya-Grad,42943,754.0
4270,2020-11-29,Sofiya-Grad,43318,375.0
4271,2020-11-30,Sofiya-Grad,43447,129.0
4272,2020-12-01,Sofiya-Grad,44143,696.0
4273,2020-12-02,Sofiya-Grad,44865,722.0
4274,2020-12-03,Sofiya-Grad,45489,624.0
4275,2020-12-04,Sofiya-Grad,46039,550.0
4276,2020-12-05,Sofiya-Grad,46714,675.0
4277,2020-12-06,Sofiya-Grad,47103,389.0
4278,2020-12-07,Sofiya-Grad,47293,190.0
4279,2020-12-08,Sofiya-Grad,47836,543.0
4280,2020-12-09,Sofiya-Grad,48547,711.0
4281,2020-12-10,Sofiya-Grad,49161,614.0
4282,2020-12-11,Sofiya-Grad,49646,485.0
4283,2020-12-12,Sofiya-Grad,50122,476.0
4284,2020-12-13,Sofiya-Grad,50420,298.0
4285,2020-12-14,Sofiya-Grad,50551,131.0
4286,2020-12-15,Sofiya-Grad,50863,312.0
4287,2020-12-16,Sofiya-Grad,51188,325.0
4288,2020-12-17,Sofiya-Grad,51521,333.0
4289,2020-12-18,Sofiya-Grad,51882,361.0
4290,2020-06-07,Stara Zagora,40,0.0
4291,2020-06-08,Stara Zagora,40,0.0
4292,2020-06-09,Stara Zagora,41,1.0
4293,2020-06-10,Stara Zagora,41,0.0
4294,2020-06-11,Stara Zagora,56,15.0
4295,2020-06-12,Stara Zagora,57,1.0
4296,2020-06-13,Stara Zagora,79,22.0
4297,2020-06-14,Stara Zagora,82,3.0
4298,2020-06-15,Stara Zagora,82,0.0
4299,2020-06-16,Stara Zagora,85,3.0
4300,2020-06-17,Stara Zagora,88,3.0
4301,2020-06-18,Stara Zagora,91,3.0
4302,2020-06-19,Stara Zagora,92,1.0
4303,2020-06-20,Stara Zagora,93,1.0
4304,2020-06-21,Stara Zagora,96,3.0
4305,2020-06-22,Stara Zagora,96,0.0
4306,2020-06-23,Stara Zagora,101,5.0
4307,2020-06-24,Stara Zagora,105,4.0
4308,2020-06-25,Stara Zagora,105,0.0
4309,2020-06-26,Stara Zagora,110,5.0
4310,2020-06-27,Stara Zagora,115,5.0
4311,2020-06-28,Stara Zagora,117,2.0
4312,2020-06-29,Stara Zagora,117,0.0
4313,2020-06-30,Stara Zagora,117,0.0
4314,2020-07-01,Stara Zagora,123,6.0
4315,2020-07-02,Stara Zagora,125,2.0
4316,2020-07-03,Stara Zagora,129,4.0
4317,2020-07-04,Stara Zagora,133,4.0
4318,2020-07-05,Stara Zagora,137,4.0
4319,2020-07-06,Stara Zagora,137,0.0
4320,2020-07-07,Stara Zagora,146,9.0
4321,2020-07-08,Stara Zagora,151,5.0
4322,2020-07-09,Stara Zagora,162,11.0
4323,2020-07-10,Stara Zagora,163,1.0
4324,2020-07-11,Stara Zagora,163,0.0
4325,2020-07-12,Stara Zagora,166,3.0
4326,2020-07-13,Stara Zagora,166,0.0
4327,2020-07-14,Stara Zagora,174,8.0
4328,2020-07-15,Stara Zagora,180,6.0
4329,2020-07-16,Stara Zagora,185,5.0
4330,2020-07-17,Stara Zagora,193,8.0
4331,2020-07-18,Stara Zagora,201,8.0
4332,2020-07-19,Stara Zagora,202,1.0
4333,2020-07-20,Stara Zagora,203,1.0
4334,2020-07-21,Stara Zagora,212,9.0
4335,2020-07-22,Stara Zagora,219,7.0
4336,2020-07-23,Stara Zagora,226,7.0
4337,2020-07-24,Stara Zagora,235,9.0
4338,2020-07-25,Stara Zagora,243,8.0
4339,2020-07-26,Stara Zagora,243,0.0
4340,2020-07-27,Stara Zagora,244,1.0
4341,2020-07-28,Stara Zagora,247,3.0
4342,2020-07-29,Stara Zagora,258,11.0
4343,2020-07-30,Stara Zagora,261,3.0
4344,2020-07-31,Stara Zagora,268,7.0
4345,2020-08-01,Stara Zagora,272,4.0
4346,2020-08-02,Stara Zagora,275,3.0
4347,2020-08-03,Stara Zagora,276,1.0
4348,2020-08-04,Stara Zagora,290,14.0
4349,2020-08-05,Stara Zagora,295,5.0
4350,2020-08-06,Stara Zagora,298,3.0
4351,2020-08-07,Stara Zagora,307,9.0
4352,2020-08-08,Stara Zagora,316,9.0
4353,2020-08-09,Stara Zagora,316,0.0
4354,2020-08-10,Stara Zagora,316,0.0
4355,2020-08-11,Stara Zagora,325,9.0
4356,2020-08-12,Stara Zagora,336,11.0
4357,2020-08-13,Stara Zagora,339,3.0
4358,2020-08-14,Stara Zagora,344,5.0
4359,2020-08-15,Stara Zagora,350,6.0
4360,2020-08-16,Stara Zagora,350,0.0
4361,2020-08-17,Stara Zagora,350,0.0
4362,2020-08-18,Stara Zagora,359,9.0
4363,2020-08-19,Stara Zagora,367,8.0
4364,2020-08-20,Stara Zagora,374,7.0
4365,2020-08-21,Stara Zagora,378,4.0
4366,2020-08-22,Stara Zagora,382,4.0
4367,2020-08-23,Stara Zagora,382,0.0
4368,2020-08-24,Stara Zagora,382,0.0
4369,2020-08-25,Stara Zagora,390,8.0
4370,2020-08-26,Stara Zagora,404,14.0
4371,2020-08-27,Stara Zagora,411,7.0
4372,2020-08-28,Stara Zagora,422,11.0
4373,2020-08-29,Stara Zagora,429,7.0
4374,2020-08-30,Stara Zagora,429,0.0
4375,2020-08-31,Stara Zagora,429,0.0
4376,2020-09-01,Stara Zagora,439,10.0
4377,2020-09-02,Stara Zagora,448,9.0
4378,2020-09-03,Stara Zagora,456,8.0
4379,2020-09-04,Stara Zagora,468,12.0
4380,2020-09-05,Stara Zagora,479,11.0
4381,2020-09-06,Stara Zagora,482,3.0
4382,2020-09-07,Stara Zagora,482,0.0
4383,2020-09-08,Stara Zagora,482,0.0
4384,2020-09-09,Stara Zagora,493,11.0
4385,2020-09-10,Stara Zagora,500,7.0
4386,2020-09-11,Stara Zagora,513,13.0
4387,2020-09-12,Stara Zagora,530,17.0
4388,2020-09-13,Stara Zagora,530,0.0
4389,2020-09-14,Stara Zagora,532,2.0
4390,2020-09-15,Stara Zagora,547,15.0
4391,2020-09-16,Stara Zagora,557,10.0
4392,2020-09-17,Stara Zagora,569,12.0
4393,2020-09-18,Stara Zagora,579,10.0
4394,2020-09-19,Stara Zagora,595,16.0
4395,2020-09-20,Stara Zagora,598,3.0
4396,2020-09-21,Stara Zagora,599,1.0
4397,2020-09-22,Stara Zagora,613,14.0
4398,2020-09-23,Stara Zagora,615,2.0
4399,2020-09-24,Stara Zagora,630,15.0
4400,2020-09-25,Stara Zagora,650,20.0
4401,2020-09-26,Stara Zagora,673,23.0
4402,2020-09-27,Stara Zagora,673,0.0
4403,2020-09-28,Stara Zagora,674,1.0
4404,2020-09-29,Stara Zagora,689,15.0
4405,2020-09-30,Stara Zagora,707,18.0
4406,2020-10-01,Stara Zagora,727,20.0
4407,2020-10-02,Stara Zagora,746,19.0
4408,2020-10-03,Stara Zagora,759,13.0
4409,2020-10-04,Stara Zagora,763,4.0
4410,2020-10-05,Stara Zagora,764,1.0
4411,2020-10-06,Stara Zagora,783,19.0
4412,2020-10-07,Stara Zagora,810,27.0
4413,2020-10-08,Stara Zagora,838,28.0
4414,2020-10-09,Stara Zagora,858,20.0
4415,2020-10-10,Stara Zagora,882,24.0
4416,2020-10-11,Stara Zagora,888,6.0
4417,2020-10-12,Stara Zagora,888,0.0
4418,2020-10-13,Stara Zagora,919,31.0
4419,2020-10-14,Stara Zagora,954,35.0
4420,2020-10-15,Stara Zagora,981,27.0
4421,2020-10-16,Stara Zagora,1021,40.0
4422,2020-10-17,Stara Zagora,1072,51.0
4423,2020-10-18,Stara Zagora,1082,10.0
4424,2020-10-19,Stara Zagora,1085,3.0
4425,2020-10-20,Stara Zagora,1138,53.0
4426,2020-10-21,Stara Zagora,1205,67.0
4427,2020-10-22,Stara Zagora,1242,37.0
4428,2020-10-23,Stara Zagora,1298,56.0
4429,2020-10-24,Stara Zagora,1393,95.0
4430,2020-10-25,Stara Zagora,1423,30.0
4431,2020-10-26,Stara Zagora,1432,9.0
4432,2020-10-27,Stara Zagora,1492,60.0
4433,2020-10-28,Stara Zagora,1573,81.0
4434,2020-10-29,Stara Zagora,1673,100.0
4435,2020-10-30,Stara Zagora,1785,112.0
4436,2020-10-31,Stara Zagora,1906,121.0
4437,2020-11-01,Stara Zagora,1959,53.0
4438,2020-11-02,Stara Zagora,1983,24.0
4439,2020-11-03,Stara Zagora,2036,53.0
4440,2020-11-04,Stara Zagora,2177,141.0
4441,2020-11-05,Stara Zagora,2382,205.0
4442,2020-11-06,Stara Zagora,2523,141.0
4443,2020-11-07,Stara Zagora,2666,143.0
4444,2020-11-08,Stara Zagora,2702,36.0
4445,2020-11-09,Stara Zagora,2702,0.0
4446,2020-11-10,Stara Zagora,2876,174.0
4447,2020-11-11,Stara Zagora,3072,196.0
4448,2020-11-12,Stara Zagora,3182,110.0
4449,2020-11-13,Stara Zagora,3362,180.0
4450,2020-11-14,Stara Zagora,3513,151.0
4451,2020-11-15,Stara Zagora,3616,103.0
4452,2020-11-16,Stara Zagora,3635,19.0
4453,2020-11-17,Stara Zagora,3769,134.0
4454,2020-11-18,Stara Zagora,4015,246.0
4455,2020-11-19,Stara Zagora,4234,219.0
4456,2020-11-20,Stara Zagora,4429,195.0
4457,2020-11-21,Stara Zagora,4744,315.0
4458,2020-11-22,Stara Zagora,4791,47.0
4459,2020-11-23,Stara Zagora,4796,5.0
4460,2020-11-24,Stara Zagora,4987,191.0
4461,2020-11-25,Stara Zagora,5262,275.0
4462,2020-11-26,Stara Zagora,5447,185.0
4463,2020-11-27,Stara Zagora,5660,213.0
4464,2020-11-28,Stara Zagora,5908,248.0
4465,2020-11-29,Stara Zagora,5958,50.0
4466,2020-11-30,Stara Zagora,5958,0.0
4467,2020-12-01,Stara Zagora,6159,201.0
4468,2020-12-02,Stara Zagora,6404,245.0
4469,2020-12-03,Stara Zagora,6591,187.0
4470,2020-12-04,Stara Zagora,6753,162.0
4471,2020-12-05,Stara Zagora,6976,223.0
4472,2020-12-06,Stara Zagora,7016,40.0
4473,2020-12-07,Stara Zagora,7022,6.0
4474,2020-12-08,Stara Zagora,7236,214.0
4475,2020-12-09,Stara Zagora,7476,240.0
4476,2020-12-10,Stara Zagora,7638,162.0
4477,2020-12-11,Stara Zagora,7784,146.0
4478,2020-12-12,Stara Zagora,7921,137.0
4479,2020-12-13,Stara Zagora,7957,36.0
4480,2020-12-14,Stara Zagora,7960,3.0
4481,2020-12-15,Stara Zagora,8112,152.0
4482,2020-12-16,Stara Zagora,8248,136.0
4483,2020-12-17,Stara Zagora,8352,104.0
4484,2020-12-18,Stara Zagora,8429,77.0
4485,2020-06-07,Targovishte,1,0.0
4486,2020-06-08,Targovishte,1,0.0
4487,2020-06-09,Targovishte,1,0.0
4488,2020-06-10,Targovishte,1,0.0
4489,2020-06-11,Targovishte,1,0.0
4490,2020-06-12,Targovishte,1,0.0
4491,2020-06-13,Targovishte,3,2.0
4492,2020-06-14,Targovishte,3,0.0
4493,2020-06-15,Targovishte,7,4.0
4494,2020-06-16,Targovishte,7,0.0
4495,2020-06-17,Targovishte,7,0.0
4496,2020-06-18,Targovishte,7,0.0
4497,2020-06-19,Targovishte,7,0.0
4498,2020-06-20,Targovishte,7,0.0
4499,2020-06-21,Targovishte,7,0.0
4500,2020-06-22,Targovishte,7,0.0
4501,2020-06-23,Targovishte,8,1.0
4502,2020-06-24,Targovishte,8,0.0
4503,2020-06-25,Targovishte,8,0.0
4504,2020-06-26,Targovishte,8,0.0
4505,2020-06-27,Targovishte,10,2.0
4506,2020-06-28,Targovishte,10,0.0
4507,2020-06-29,Targovishte,10,0.0
4508,2020-06-30,Targovishte,11,1.0
4509,2020-07-01,Targovishte,11,0.0
4510,2020-07-02,Targovishte,11,0.0
4511,2020-07-03,Targovishte,11,0.0
4512,2020-07-04,Targovishte,15,4.0
4513,2020-07-05,Targovishte,16,1.0
4514,2020-07-06,Targovishte,16,0.0
4515,2020-07-07,Targovishte,16,0.0
4516,2020-07-08,Targovishte,16,0.0
4517,2020-07-09,Targovishte,17,1.0
4518,2020-07-10,Targovishte,19,2.0
4519,2020-07-11,Targovishte,19,0.0
4520,2020-07-12,Targovishte,20,1.0
4521,2020-07-13,Targovishte,20,0.0
4522,2020-07-14,Targovishte,21,1.0
4523,2020-07-15,Targovishte,21,0.0
4524,2020-07-16,Targovishte,23,2.0
4525,2020-07-17,Targovishte,24,1.0
4526,2020-07-18,Targovishte,26,2.0
4527,2020-07-19,Targovishte,26,0.0
4528,2020-07-20,Targovishte,26,0.0
4529,2020-07-21,Targovishte,26,0.0
4530,2020-07-22,Targovishte,26,0.0
4531,2020-07-23,Targovishte,26,0.0
4532,2020-07-24,Targovishte,26,0.0
4533,2020-07-25,Targovishte,27,1.0
4534,2020-07-26,Targovishte,27,0.0
4535,2020-07-27,Targovishte,27,0.0
4536,2020-07-28,Targovishte,27,0.0
4537,2020-07-29,Targovishte,27,0.0
4538,2020-07-30,Targovishte,30,3.0
4539,2020-07-31,Targovishte,30,0.0
4540,2020-08-01,Targovishte,31,1.0
4541,2020-08-02,Targovishte,31,0.0
4542,2020-08-03,Targovishte,31,0.0
4543,2020-08-04,Targovishte,32,1.0
4544,2020-08-05,Targovishte,33,1.0
4545,2020-08-06,Targovishte,36,3.0
4546,2020-08-07,Targovishte,38,2.0
4547,2020-08-08,Targovishte,38,0.0
4548,2020-08-09,Targovishte,38,0.0
4549,2020-08-10,Targovishte,38,0.0
4550,2020-08-11,Targovishte,38,0.0
4551,2020-08-12,Targovishte,40,2.0
4552,2020-08-13,Targovishte,41,1.0
4553,2020-08-14,Targovishte,43,2.0
4554,2020-08-15,Targovishte,43,0.0
4555,2020-08-16,Targovishte,44,1.0
4556,2020-08-17,Targovishte,44,0.0
4557,2020-08-18,Targovishte,44,0.0
4558,2020-08-19,Targovishte,44,0.0
4559,2020-08-20,Targovishte,44,0.0
4560,2020-08-21,Targovishte,44,0.0
4561,2020-08-22,Targovishte,47,3.0
4562,2020-08-23,Targovishte,49,2.0
4563,2020-08-24,Targovishte,50,1.0
4564,2020-08-25,Targovishte,51,1.0
4565,2020-08-26,Targovishte,62,11.0
4566,2020-08-27,Targovishte,67,5.0
4567,2020-08-28,Targovishte,67,0.0
4568,2020-08-29,Targovishte,69,2.0
4569,2020-08-30,Targovishte,70,1.0
4570,2020-08-31,Targovishte,70,0.0
4571,2020-09-01,Targovishte,70,0.0
4572,2020-09-02,Targovishte,70,0.0
4573,2020-09-03,Targovishte,73,3.0
4574,2020-09-04,Targovishte,75,2.0
4575,2020-09-05,Targovishte,77,2.0
4576,2020-09-06,Targovishte,80,3.0
4577,2020-09-07,Targovishte,80,0.0
4578,2020-09-08,Targovishte,80,0.0
4579,2020-09-09,Targovishte,80,0.0
4580,2020-09-10,Targovishte,80,0.0
4581,2020-09-11,Targovishte,84,4.0
4582,2020-09-12,Targovishte,88,4.0
4583,2020-09-13,Targovishte,89,1.0
4584,2020-09-14,Targovishte,89,0.0
4585,2020-09-15,Targovishte,90,1.0
4586,2020-09-16,Targovishte,90,0.0
4587,2020-09-17,Targovishte,92,2.0
4588,2020-09-18,Targovishte,95,3.0
4589,2020-09-19,Targovishte,102,7.0
4590,2020-09-20,Targovishte,104,2.0
4591,2020-09-21,Targovishte,105,1.0
4592,2020-09-22,Targovishte,107,2.0
4593,2020-09-23,Targovishte,111,4.0
4594,2020-09-24,Targovishte,113,2.0
4595,2020-09-25,Targovishte,140,27.0
4596,2020-09-26,Targovishte,150,10.0
4597,2020-09-27,Targovishte,164,14.0
4598,2020-09-28,Targovishte,165,1.0
4599,2020-09-29,Targovishte,173,8.0
4600,2020-09-30,Targovishte,183,10.0
4601,2020-10-01,Targovishte,190,7.0
4602,2020-10-02,Targovishte,200,10.0
4603,2020-10-03,Targovishte,208,8.0
4604,2020-10-04,Targovishte,223,15.0
4605,2020-10-05,Targovishte,227,4.0
4606,2020-10-06,Targovishte,237,10.0
4607,2020-10-07,Targovishte,255,18.0
4608,2020-10-08,Targovishte,260,5.0
4609,2020-10-09,Targovishte,274,14.0
4610,2020-10-10,Targovishte,299,25.0
4611,2020-10-11,Targovishte,309,10.0
4612,2020-10-12,Targovishte,312,3.0
4613,2020-10-13,Targovishte,336,24.0
4614,2020-10-14,Targovishte,342,6.0
4615,2020-10-15,Targovishte,385,43.0
4616,2020-10-16,Targovishte,430,45.0
4617,2020-10-17,Targovishte,469,39.0
4618,2020-10-18,Targovishte,499,30.0
4619,2020-10-19,Targovishte,522,23.0
4620,2020-10-20,Targovishte,559,37.0
4621,2020-10-21,Targovishte,615,56.0
4622,2020-10-22,Targovishte,658,43.0
4623,2020-10-23,Targovishte,728,70.0
4624,2020-10-24,Targovishte,766,38.0
4625,2020-10-25,Targovishte,805,39.0
4626,2020-10-26,Targovishte,830,25.0
4627,2020-10-27,Targovishte,857,27.0
4628,2020-10-28,Targovishte,896,39.0
4629,2020-10-29,Targovishte,950,54.0
4630,2020-10-30,Targovishte,1000,50.0
4631,2020-10-31,Targovishte,1058,58.0
4632,2020-11-01,Targovishte,1082,24.0
4633,2020-11-02,Targovishte,1099,17.0
4634,2020-11-03,Targovishte,1125,26.0
4635,2020-11-04,Targovishte,1146,21.0
4636,2020-11-05,Targovishte,1200,54.0
4637,2020-11-06,Targovishte,1230,30.0
4638,2020-11-07,Targovishte,1276,46.0
4639,2020-11-08,Targovishte,1306,30.0
4640,2020-11-09,Targovishte,1306,0.0
4641,2020-11-10,Targovishte,1338,32.0
4642,2020-11-11,Targovishte,1363,25.0
4643,2020-11-12,Targovishte,1385,22.0
4644,2020-11-13,Targovishte,1403,18.0
4645,2020-11-14,Targovishte,1461,58.0
4646,2020-11-15,Targovishte,1483,22.0
4647,2020-11-16,Targovishte,1488,5.0
4648,2020-11-17,Targovishte,1513,25.0
4649,2020-11-18,Targovishte,1543,30.0
4650,2020-11-19,Targovishte,1567,24.0
4651,2020-11-20,Targovishte,1581,14.0
4652,2020-11-21,Targovishte,1607,26.0
4653,2020-11-22,Targovishte,1615,8.0
4654,2020-11-23,Targovishte,1623,8.0
4655,2020-11-24,Targovishte,1652,29.0
4656,2020-11-25,Targovishte,1687,35.0
4657,2020-11-26,Targovishte,1705,18.0
4658,2020-11-27,Targovishte,1727,22.0
4659,2020-11-28,Targovishte,1744,17.0
4660,2020-11-29,Targovishte,1754,10.0
4661,2020-11-30,Targovishte,1760,6.0
4662,2020-12-01,Targovishte,1776,16.0
4663,2020-12-02,Targovishte,1783,7.0
4664,2020-12-03,Targovishte,1806,23.0
4665,2020-12-04,Targovishte,1826,20.0
4666,2020-12-05,Targovishte,1844,18.0
4667,2020-12-06,Targovishte,1856,12.0
4668,2020-12-07,Targovishte,1859,3.0
4669,2020-12-08,Targovishte,1873,14.0
4670,2020-12-09,Targovishte,1897,24.0
4671,2020-12-10,Targovishte,1920,23.0
4672,2020-12-11,Targovishte,1932,12.0
4673,2020-12-12,Targovishte,1954,22.0
4674,2020-12-13,Targovishte,1959,5.0
4675,2020-12-14,Targovishte,1963,4.0
4676,2020-12-15,Targovishte,1975,12.0
4677,2020-12-16,Targovishte,1996,21.0
4678,2020-12-17,Targovishte,2009,13.0
4679,2020-12-18,Targovishte,2031,22.0
4680,2020-06-07,Varna,26,0.0
4681,2020-06-08,Varna,26,0.0
4682,2020-06-09,Varna,26,0.0
4683,2020-06-10,Varna,26,0.0
4684,2020-06-11,Varna,26,0.0
4685,2020-06-12,Varna,26,0.0
4686,2020-06-13,Varna,26,0.0
4687,2020-06-14,Varna,26,0.0
4688,2020-06-15,Varna,26,0.0
4689,2020-06-16,Varna,27,1.0
4690,2020-06-17,Varna,29,2.0
4691,2020-06-18,Varna,30,1.0
4692,2020-06-19,Varna,31,1.0
4693,2020-06-20,Varna,31,0.0
4694,2020-06-21,Varna,35,4.0
4695,2020-06-22,Varna,37,2.0
4696,2020-06-23,Varna,39,2.0
4697,2020-06-24,Varna,51,12.0
4698,2020-06-25,Varna,53,2.0
4699,2020-06-26,Varna,61,8.0
4700,2020-06-27,Varna,65,4.0
4701,2020-06-28,Varna,70,5.0
4702,2020-06-29,Varna,80,10.0
4703,2020-06-30,Varna,86,6.0
4704,2020-07-01,Varna,90,4.0
4705,2020-07-02,Varna,102,12.0
4706,2020-07-03,Varna,117,15.0
4707,2020-07-04,Varna,128,11.0
4708,2020-07-05,Varna,144,16.0
4709,2020-07-06,Varna,146,2.0
4710,2020-07-07,Varna,163,17.0
4711,2020-07-08,Varna,170,7.0
4712,2020-07-09,Varna,186,16.0
4713,2020-07-10,Varna,207,21.0
4714,2020-07-11,Varna,225,18.0
4715,2020-07-12,Varna,235,10.0
4716,2020-07-13,Varna,244,9.0
4717,2020-07-14,Varna,249,5.0
4718,2020-07-15,Varna,251,2.0
4719,2020-07-16,Varna,267,16.0
4720,2020-07-17,Varna,303,36.0
4721,2020-07-18,Varna,338,35.0
4722,2020-07-19,Varna,352,14.0
4723,2020-07-20,Varna,354,2.0
4724,2020-07-21,Varna,372,18.0
4725,2020-07-22,Varna,420,48.0
4726,2020-07-23,Varna,479,59.0
4727,2020-07-24,Varna,510,31.0
4728,2020-07-25,Varna,532,22.0
4729,2020-07-26,Varna,548,16.0
4730,2020-07-27,Varna,561,13.0
4731,2020-07-28,Varna,586,25.0
4732,2020-07-29,Varna,607,21.0
4733,2020-07-30,Varna,628,21.0
4734,2020-07-31,Varna,674,46.0
4735,2020-08-01,Varna,701,27.0
4736,2020-08-02,Varna,730,29.0
4737,2020-08-03,Varna,791,61.0
4738,2020-08-04,Varna,833,42.0
4739,2020-08-05,Varna,864,31.0
4740,2020-08-06,Varna,918,54.0
4741,2020-08-07,Varna,943,25.0
4742,2020-08-08,Varna,970,27.0
4743,2020-08-09,Varna,982,12.0
4744,2020-08-10,Varna,984,2.0
4745,2020-08-11,Varna,999,15.0
